ts,v_sec,i_sec,p_sec,t_core,v_prim_rms,i_prim_rms,pf_prim,freq,status
1761792759.0790603,19.829,9.849,195.3,50.39,219.82,0.908,0.978,49.98,OK
1761792759.1804688,19.805,9.874,195.55,50.39,220.37,0.951,0.933,50.02,OK
1761792759.2818847,19.884,9.947,197.78,50.39,219.86,0.946,0.951,49.95,OK
1761792759.383286,19.793,9.989,197.72,50.39,220.11,0.956,0.939,49.98,OK
1761792759.484981,19.835,9.88,195.97,50.39,220.35,0.963,0.923,49.95,OK
1761792759.5863528,19.828,9.949,197.27,50.39,220.13,0.949,0.944,50.03,OK
1761792759.6873226,19.888,9.77,194.31,50.39,219.76,0.931,0.95,50.04,OK
1761792759.7888587,19.806,9.858,195.25,50.39,220.26,0.936,0.947,49.96,OK
1761792759.8903272,19.834,9.829,194.95,50.39,220.35,0.952,0.929,50.04,OK
1761792759.991157,19.791,9.89,195.73,50.39,219.76,0.917,0.972,50.04,OK
1761792760.092552,19.85,9.859,195.69,50.39,219.87,0.95,0.937,49.98,OK
1761792760.194023,19.811,9.982,197.75,50.39,219.8,0.969,0.929,50.03,OK
1761792760.2953634,19.793,9.904,196.03,50.39,220.1,0.935,0.953,49.97,OK
1761792760.396647,19.861,9.914,196.9,50.39,220.05,0.951,0.941,49.95,OK
1761792760.4980469,19.794,9.902,196.0,50.39,219.62,0.938,0.951,49.98,OK
1761792760.5994203,19.857,9.869,195.96,50.39,220.33,0.959,0.928,49.97,OK
1761792760.701626,19.887,9.854,195.97,50.39,219.71,0.948,0.941,50.0,OK
1761792760.8036382,19.829,9.985,197.99,50.39,220.15,0.936,0.961,50.03,OK
1761792760.9050593,19.844,9.885,196.16,50.39,220.19,0.929,0.959,49.97,OK
1761792761.0073225,19.86,9.931,197.22,50.39,219.64,0.953,0.942,50.04,OK
1761792761.1092498,19.887,9.913,197.14,50.39,220.06,0.958,0.935,49.98,OK
1761792761.2108743,19.855,9.968,197.92,50.39,220.23,0.952,0.944,50.04,OK
1761792761.3122857,19.844,9.926,196.98,50.39,220.31,0.921,0.971,50.05,OK
1761792761.4140172,19.864,9.929,197.22,50.39,220.16,0.928,0.965,49.97,OK
1761792761.5155888,19.809,10.009,198.28,50.39,220.01,0.933,0.966,50.04,OK
1761792761.6301644,19.867,9.877,196.23,50.39,220.12,0.95,0.939,49.99,OK
1761792762.3287854,19.819,10.082,199.81,50.39,219.71,0.947,0.96,49.99,OK
1761792762.430514,19.794,9.963,197.21,50.39,219.83,0.952,0.943,49.95,OK
1761792762.7214108,19.824,10.029,198.81,50.39,220.37,0.933,0.966,49.95,OK
1761792762.859453,19.85,10.024,198.97,50.39,220.36,0.963,0.937,50.04,OK
1761792762.9626465,19.873,10.091,200.53,50.39,219.69,0.958,0.953,49.99,OK
1761792763.0641518,19.809,9.999,198.08,50.39,220.35,0.925,0.971,49.97,OK
1761792763.1667147,19.875,10.097,200.67,50.39,220.3,0.98,0.929,50.05,OK
1761792763.268838,19.848,10.043,199.34,50.39,220.11,0.968,0.936,49.95,OK
1761792763.3703547,19.838,10.009,198.56,50.39,220.09,0.949,0.95,49.98,OK
1761792763.471873,19.869,10.039,199.47,50.39,219.68,0.986,0.921,50.02,OK
1761792763.5733924,19.88,10.054,199.89,50.39,220.33,0.97,0.935,49.96,OK
1761792763.67492,19.818,10.097,200.1,50.39,219.62,0.957,0.952,50.01,OK
1761792763.7765632,19.8,10.101,199.99,50.39,219.81,0.97,0.938,50.0,OK
1761792763.8786314,19.886,10.08,200.44,50.39,219.61,0.973,0.938,49.97,OK
1761792763.9799762,19.842,10.116,200.72,50.39,220.3,0.979,0.93,50.0,OK
1761792764.0817163,19.883,10.15,201.8,50.39,220.34,0.941,0.973,49.99,OK
1761792764.183245,19.818,10.095,200.06,50.39,219.88,0.938,0.97,50.03,OK
1761792764.2848518,19.798,10.211,202.15,50.39,220.29,0.95,0.966,50.03,OK
1761792764.3862371,19.865,10.061,199.87,50.39,219.89,0.981,0.927,50.01,OK
1761792764.4872777,19.796,10.268,203.26,50.39,220.37,0.941,0.98,50.03,OK
1761792764.588782,19.794,10.23,202.49,50.39,220.28,0.979,0.939,49.95,OK
1761792764.6902537,19.866,10.074,200.13,50.39,219.75,0.962,0.947,49.95,OK
1761792764.7917473,19.821,10.264,203.45,50.39,219.63,0.994,0.932,50.01,OK
1761792764.89287,19.817,10.103,200.22,50.39,219.62,0.984,0.926,50.01,OK
1761792764.9943373,19.813,10.221,202.52,50.39,220.14,0.944,0.975,49.99,OK
1761792765.0957544,19.884,10.091,200.65,50.39,220.38,0.93,0.979,49.96,OK
1761792765.1973271,19.805,10.116,200.36,50.39,220.23,0.946,0.962,49.99,OK
1761792765.2986205,19.836,10.235,203.03,50.39,220.21,1.0,0.922,49.96,OK
1761792765.4007475,19.8,10.21,202.15,50.39,220.05,0.967,0.95,50.02,OK
1761792765.5019011,19.795,10.151,200.93,50.39,220.09,0.969,0.942,50.05,OK
1761792765.603401,19.883,10.223,203.25,50.39,220.39,0.955,0.966,49.96,OK
1761792765.7130198,19.885,10.099,200.82,50.39,219.73,0.953,0.959,50.01,OK
1761792765.8144493,19.807,10.244,202.91,50.39,220.26,0.973,0.947,50.01,OK
1761792765.915878,19.851,10.265,203.76,50.39,220.32,0.952,0.972,49.98,OK
1761792766.0175495,19.814,10.176,201.63,50.39,219.89,0.953,0.963,49.96,OK
1761792766.1189916,19.807,10.159,201.22,50.39,220.05,0.966,0.946,50.01,OK
1761792766.2206395,19.886,10.225,203.34,50.39,219.95,1.004,0.921,50.04,OK
1761792766.3220012,19.829,10.278,203.81,50.39,219.66,0.985,0.942,49.97,OK
1761792766.4235063,19.855,10.265,203.81,50.39,220.36,0.965,0.958,49.97,OK
1761792766.526268,19.856,10.212,202.78,50.39,219.88,0.965,0.956,50.02,OK
1761792766.6305842,19.847,10.324,204.9,50.39,220.32,0.961,0.968,49.98,OK
1761792766.7364638,19.843,10.335,205.08,50.39,220.37,0.98,0.949,49.95,OK
1761792766.8380234,19.825,10.172,201.65,50.39,219.97,0.968,0.947,49.95,OK
1761792766.9391508,19.833,10.218,202.66,50.39,219.84,0.942,0.979,50.05,OK
1761792767.0406172,19.867,10.34,205.43,50.39,219.97,0.965,0.968,49.95,OK
1761792767.1418116,19.836,10.192,202.17,50.39,219.77,0.984,0.935,49.96,OK
1761792767.2435596,19.836,10.296,204.22,50.39,220.18,1.008,0.921,50.01,OK
1761792767.3446515,19.864,10.296,204.52,50.39,219.66,0.956,0.974,50.0,OK
1761792767.4460669,19.822,10.297,204.1,50.39,219.69,1.006,0.923,50.0,OK
1761792767.5476172,19.867,10.303,204.68,50.39,220.27,0.978,0.95,50.0,OK
1761792767.6490543,19.804,10.374,205.44,50.39,220.4,0.999,0.933,50.05,OK
1761792767.7596974,19.835,10.274,203.79,50.39,219.85,0.96,0.966,49.96,OK
1761792767.8613145,19.804,10.313,204.24,50.39,219.86,0.986,0.942,50.0,OK
1761792767.9663537,19.883,10.176,202.33,50.39,219.91,0.996,0.924,49.96,OK
1761792768.0766604,19.799,10.336,204.64,50.39,219.68,0.957,0.973,49.99,OK
1761792768.2157934,19.834,10.224,202.78,50.39,220.16,0.957,0.962,49.97,OK
1761792768.3401382,19.833,10.307,204.42,50.39,220.37,1.003,0.925,50.02,OK
1761792768.4957259,19.874,10.332,205.33,50.39,220.27,0.968,0.963,49.96,OK
1761792768.6100454,19.839,10.349,205.31,50.39,220.25,0.951,0.98,49.99,OK
1761792768.7221065,19.801,10.396,205.86,50.39,220.02,0.961,0.974,49.95,OK
1761792768.8345802,19.863,10.292,204.44,50.39,220.09,0.988,0.94,50.01,OK
1761792768.9382882,19.876,10.24,203.53,50.39,219.63,0.968,0.958,49.97,OK
1761792769.0399754,19.885,10.253,203.87,50.39,220.0,1.005,0.922,50.03,OK
1761792769.1418629,19.864,10.188,202.36,50.39,220.24,0.964,0.953,49.98,OK
1761792769.2473605,19.839,10.244,203.24,50.39,219.88,0.962,0.961,50.03,OK
1761792769.3493087,19.885,10.222,203.25,50.39,220.14,0.957,0.965,49.99,OK
1761792769.4510996,19.852,10.355,205.56,50.39,219.78,0.983,0.952,50.02,OK
1761792769.5522652,19.876,10.273,204.19,50.39,220.01,1.007,0.922,50.02,OK
1761792769.653597,19.794,10.232,202.52,50.39,219.62,0.989,0.932,50.04,OK
1761792769.7552402,19.844,10.255,203.5,50.39,219.67,0.99,0.936,49.97,OK
1761792769.8567517,19.843,10.288,204.15,50.39,220.26,0.951,0.974,49.96,OK
1761792769.9583282,19.821,10.27,203.56,50.39,219.86,0.974,0.95,50.02,OK
1761792770.0596862,19.81,10.311,204.27,50.39,220.25,0.964,0.962,50.01,OK
1761792770.1610987,19.878,10.219,203.12,50.39,220.02,0.978,0.944,49.97,OK
1761792770.2622464,19.821,10.183,201.84,50.39,220.04,0.955,0.961,50.04,OK
1761792770.3666956,19.824,10.158,201.37,50.39,219.62,0.969,0.946,50.01,OK
1761792770.4684043,19.818,10.151,201.18,50.39,219.63,0.94,0.975,49.98,OK
1761792770.569877,19.799,10.292,203.77,50.39,220.29,0.975,0.948,49.98,OK
1761792770.6714103,19.824,10.245,203.09,50.39,220.24,0.983,0.938,50.04,OK
1761792770.773238,19.841,10.179,201.96,50.39,220.21,0.968,0.947,50.03,OK
1761792770.8744369,19.801,10.235,202.66,50.39,220.06,0.967,0.953,50.02,OK
1761792770.989394,19.844,10.201,202.43,50.39,220.38,0.968,0.949,50.03,OK
1761792771.0907896,19.814,10.294,203.95,50.39,220.26,0.968,0.957,49.97,OK
1761792771.1918564,19.867,10.147,201.59,50.39,220.05,0.946,0.969,49.99,OK
1761792771.293484,19.847,10.154,201.53,50.39,219.7,0.966,0.949,49.98,OK
1761792771.3948414,19.828,10.083,199.92,50.39,219.82,0.969,0.939,49.99,OK
1761792771.49584,19.809,10.241,202.87,50.39,220.38,0.947,0.972,49.97,OK
1761792771.5968192,19.821,10.185,201.88,50.39,220.1,0.971,0.945,50.04,OK
1761792771.6980412,19.835,10.173,201.78,50.39,220.29,0.96,0.954,50.04,OK
1761792771.8004649,19.809,10.233,202.71,50.39,220.38,0.988,0.931,49.96,OK
1761792771.9020715,19.79,10.106,200.01,50.39,219.79,0.971,0.937,50.04,OK
1761792772.0031025,19.842,10.177,201.93,50.39,219.85,0.941,0.976,50.0,OK
1761792772.1044235,19.873,10.129,201.3,50.39,220.06,0.964,0.949,49.96,OK
1761792772.2058084,19.821,10.171,201.6,50.39,219.86,0.967,0.948,49.96,OK
1761792772.3074694,19.847,10.087,200.2,50.39,219.85,0.955,0.953,49.99,OK
1761792772.4090283,19.867,10.119,201.03,50.39,220.39,0.983,0.928,49.97,OK
1761792772.522979,19.871,9.994,198.59,50.39,219.93,0.923,0.978,50.02,OK
1761792772.6247709,19.86,10.076,200.12,50.39,220.3,0.979,0.928,50.02,OK
1761792772.7263322,19.878,10.018,199.14,50.39,219.66,0.932,0.973,50.0,OK
1761792772.8277495,19.875,10.122,201.18,50.39,219.67,0.966,0.948,50.03,OK
1761792772.9292266,19.796,10.087,199.68,50.39,219.96,0.982,0.925,50.02,OK
1761792773.0310872,19.806,10.068,199.4,50.39,220.28,0.937,0.966,49.98,OK
1761792773.132644,19.879,10.046,199.69,50.39,219.92,0.987,0.92,50.02,OK
1761792773.2343597,19.802,10.128,200.55,50.39,220.17,0.974,0.935,49.97,OK
1761792773.3358018,19.848,10.061,199.7,50.39,220.03,0.947,0.958,50.0,OK
1761792773.4369016,19.818,9.991,197.99,50.39,220.04,0.946,0.951,49.95,OK
1761792773.5378652,19.839,9.993,198.26,50.39,220.22,0.922,0.976,49.97,OK
1761792773.6394172,19.868,10.046,199.59,50.39,220.16,0.965,0.94,50.02,OK
1761792773.7414076,19.805,10.003,198.11,50.39,219.61,0.935,0.965,49.99,OK
1761792773.8441365,19.838,9.923,196.86,50.39,220.14,0.956,0.935,50.0,OK
1761792773.947265,19.889,10.065,200.18,50.39,219.69,0.946,0.963,49.96,OK
1761792774.0503373,19.86,10.05,199.59,50.39,220.02,0.967,0.938,49.99,OK
1761792774.1516438,19.819,9.945,197.09,50.39,219.91,0.915,0.979,50.04,OK
1761792774.253249,19.841,9.929,197.01,50.39,220.1,0.969,0.924,49.99,OK
1761792774.3548381,19.805,10.052,199.07,50.39,220.26,0.939,0.963,50.03,OK
1761792774.4558198,19.808,10.044,198.95,50.39,219.98,0.968,0.934,49.98,OK
1761792774.5573456,19.857,9.956,197.69,50.39,219.63,0.941,0.957,50.03,OK
1761792774.6582344,19.791,9.9,195.92,50.39,220.37,0.915,0.972,50.01,OK
1761792774.7597125,19.792,9.908,196.09,50.39,220.01,0.937,0.951,50.04,OK
1761792774.861128,19.849,9.877,196.05,50.39,219.95,0.933,0.956,50.04,OK
1761792774.9624333,19.815,9.964,197.44,50.39,220.25,0.948,0.946,49.96,OK
1761792775.0638518,19.799,9.897,195.96,50.39,219.84,0.939,0.95,50.02,OK
1761792775.1653326,19.875,10.002,198.78,50.39,220.18,0.933,0.968,50.04,OK
1761792775.2671301,19.836,10.032,199.0,50.39,220.12,0.931,0.971,50.05,OK
1761792775.3689437,19.793,9.891,195.76,50.39,219.96,0.92,0.968,50.05,OK
1761792775.4701686,19.884,9.883,196.52,50.39,219.71,0.969,0.923,49.95,OK
1761792775.5716438,19.889,9.973,198.36,50.39,219.78,0.929,0.972,49.97,OK
1761792775.6729572,19.81,9.938,196.87,50.39,220.3,0.94,0.95,49.99,OK
1761792775.7739635,19.808,9.956,197.22,50.39,219.96,0.947,0.946,50.03,OK
1761792775.87521,19.854,10.0,198.55,50.39,219.87,0.973,0.928,49.96,OK
1761792775.9761705,19.889,9.843,195.76,50.39,219.79,0.914,0.974,50.02,OK
1761792776.0773993,19.828,9.866,195.62,50.39,220.06,0.921,0.965,49.95,OK
1761792776.1784472,19.868,9.908,196.84,50.39,219.97,0.939,0.953,49.98,OK
1761792776.2799058,19.862,9.909,196.82,50.39,219.78,0.967,0.926,49.99,OK
1761792776.3815315,19.849,9.818,194.87,50.39,220.27,0.934,0.947,49.97,OK
1761792776.4835608,19.841,9.83,195.04,50.39,219.63,0.929,0.956,50.01,OK
1761792776.5850694,19.795,9.892,195.82,50.39,219.69,0.952,0.936,50.03,OK
1761792776.6865287,19.89,9.877,196.45,50.39,220.06,0.929,0.961,50.01,OK
1761792776.788049,19.839,9.842,195.26,50.39,219.97,0.955,0.93,50.02,OK
1761792776.8892455,19.883,9.848,195.81,50.39,219.97,0.954,0.933,50.01,OK
1761792776.9902577,19.883,9.918,197.2,50.39,220.33,0.921,0.972,49.96,OK
1761792777.0914853,19.803,9.975,197.53,50.39,219.98,0.939,0.957,50.01,OK
1761792777.1925771,19.879,9.855,195.91,50.39,220.18,0.937,0.949,50.0,OK
1761792777.2934425,19.813,9.907,196.29,50.39,219.75,0.916,0.975,49.96,OK
1761792777.3949225,19.804,9.879,195.64,50.39,220.1,0.913,0.974,49.99,OK
1761792777.495921,19.853,9.866,195.87,50.39,220.4,0.95,0.936,49.99,OK
1761792777.5970035,19.858,9.816,194.93,50.39,220.18,0.915,0.967,50.01,OK
1761792777.6984334,19.836,9.786,194.12,50.39,220.09,0.934,0.944,50.02,OK
1761792777.8001554,19.816,9.99,197.96,50.39,219.68,0.935,0.964,49.96,OK
1761792777.9013867,19.852,9.777,194.09,50.39,220.38,0.923,0.955,50.04,OK
1761792778.002798,19.858,9.78,194.21,50.39,219.96,0.933,0.946,50.03,OK
1761792778.1036954,19.841,9.904,196.51,50.39,219.92,0.942,0.949,50.0,OK
1761792778.204985,19.879,9.818,195.17,50.39,219.76,0.913,0.973,50.02,OK
1761792778.3066268,19.877,9.786,194.51,50.39,220.38,0.904,0.976,49.99,OK
1761792778.408874,19.835,9.792,194.23,50.39,220.33,0.955,0.923,49.97,OK
1761792778.5155978,19.866,9.86,195.88,50.39,220.39,0.922,0.964,49.96,OK
1761792778.617435,19.823,9.994,198.11,50.39,220.27,0.974,0.923,50.02,OK
1761792778.718342,19.824,9.879,195.83,50.39,219.64,0.963,0.926,50.03,OK
1761792778.8211956,19.806,10.001,198.07,50.39,219.91,0.93,0.969,50.02,OK
1761792778.9237242,19.854,9.819,194.96,50.39,220.04,0.949,0.934,50.04,OK
1761792779.0251765,19.881,9.857,195.96,50.39,220.11,0.965,0.923,50.01,OK
1761792779.1274827,19.799,9.875,195.51,50.39,220.36,0.944,0.939,49.96,OK
1761792779.2287705,19.847,9.959,197.65,50.39,220.07,0.968,0.927,50.04,OK
1761792779.3311925,19.831,9.83,194.94,50.39,219.81,0.956,0.928,50.0,OK
1761792779.4328315,19.826,9.824,194.78,50.39,219.91,0.943,0.939,50.02,OK
1761792779.534448,19.875,9.82,195.16,50.39,219.85,0.955,0.93,50.03,OK
1761792779.6357615,19.822,9.859,195.43,50.39,220.08,0.962,0.923,50.04,OK
1761792779.7372513,19.79,10.007,198.04,50.39,219.67,0.953,0.946,50.0,OK
1761792779.838999,19.819,9.97,197.59,50.39,219.65,0.967,0.931,49.96,OK
1761792779.944846,19.882,9.85,195.83,50.39,219.65,0.956,0.933,50.04,OK
1761792780.0460832,19.842,9.941,197.26,50.39,219.75,0.917,0.979,50.02,OK
1761792780.151291,19.872,9.908,196.89,50.39,219.77,0.945,0.948,49.97,OK
1761792780.2529862,19.805,10.067,199.38,50.39,220.31,0.957,0.945,50.05,OK
1761792780.354429,19.863,9.945,197.53,50.39,220.21,0.923,0.972,50.0,OK
1761792780.455686,19.817,10.056,199.28,50.39,219.62,0.966,0.94,50.01,OK
1761792780.5569363,19.87,9.913,196.97,50.39,219.7,0.937,0.956,49.99,OK
1761792780.6584475,19.89,9.921,197.32,50.39,220.09,0.927,0.968,50.01,OK
1761792780.760113,19.802,10.027,198.55,50.39,219.73,0.933,0.968,50.02,OK
1761792780.8616083,19.822,10.035,198.92,50.39,219.7,0.946,0.957,49.96,OK
1761792780.9631112,19.809,10.012,198.33,50.39,220.02,0.929,0.971,50.05,OK
1761792781.0644524,19.833,9.964,197.61,50.39,219.91,0.972,0.925,49.98,OK
1761792781.1660979,19.869,10.091,200.49,50.39,220.1,0.958,0.951,49.98,OK
1761792781.267677,19.885,9.994,198.72,50.39,220.14,0.955,0.945,50.05,OK
1761792781.369278,19.875,10.021,199.16,50.39,219.67,0.955,0.949,50.02,OK
1761792781.4705822,19.868,9.919,197.07,50.39,219.95,0.968,0.925,49.96,OK
1761792781.5720732,19.872,9.997,198.66,50.39,220.29,0.921,0.979,50.0,OK
1761792781.6737323,19.853,10.091,200.34,50.39,219.64,0.957,0.953,50.04,OK
1761792781.7750878,19.854,10.071,199.95,50.39,219.66,0.96,0.948,50.02,OK
1761792781.8763857,19.873,10.07,200.12,50.39,220.07,0.954,0.953,50.01,OK
1761792781.9779258,19.824,10.034,198.91,50.39,220.33,0.973,0.928,50.04,OK
1761792782.0794373,19.827,10.158,201.4,50.39,219.93,0.993,0.923,50.0,OK
1761792782.1806011,19.816,10.165,201.43,50.39,219.74,0.962,0.953,50.01,OK
1761792782.2832754,19.828,10.026,198.8,50.39,219.71,0.938,0.964,50.01,OK
1761792782.3847818,19.793,10.035,198.62,50.39,219.8,0.979,0.923,50.0,OK
1761792782.4866655,19.841,10.047,199.35,50.39,220.33,0.94,0.963,49.99,OK
1761792782.5882275,19.824,10.185,201.92,50.39,219.65,0.944,0.974,50.01,OK
1761792782.6898756,19.858,10.049,199.55,50.39,219.91,0.95,0.955,50.0,OK
1761792782.7911282,19.864,10.174,202.09,50.39,220.16,0.978,0.938,50.0,OK
1761792782.89481,19.798,10.15,200.96,50.39,219.95,0.968,0.944,50.04,OK
1761792782.9976702,19.816,10.043,199.02,50.39,220.31,0.961,0.94,50.04,OK
1761792783.0996382,19.821,10.237,202.91,50.39,219.62,0.998,0.926,50.03,OK
1761792783.2009234,19.818,10.198,202.1,50.39,219.71,0.957,0.961,50.0,OK
1761792783.3024738,19.798,10.107,200.1,50.39,220.07,0.97,0.938,50.0,OK
1761792783.4038699,19.872,10.221,203.11,50.39,220.02,0.947,0.975,49.95,OK
1761792783.505869,19.809,10.096,200.0,50.39,219.71,0.957,0.951,50.01,OK
1761792783.6072876,19.805,10.264,203.28,50.39,219.95,0.976,0.947,50.01,OK
1761792783.7085621,19.79,10.158,201.02,50.39,220.23,0.981,0.93,50.05,OK
1761792783.8099477,19.87,10.129,201.25,50.39,219.79,0.979,0.935,49.97,OK
1761792783.911291,19.826,10.195,202.12,50.39,219.75,0.962,0.956,49.99,OK
1761792784.012797,19.857,10.152,201.58,50.39,220.23,0.989,0.925,50.0,OK
1761792784.116021,19.851,10.293,204.32,50.39,219.66,0.969,0.96,50.02,OK
1761792784.21849,19.804,10.222,202.44,50.39,220.27,0.947,0.97,50.02,OK
1761792784.336226,19.844,10.136,201.14,50.39,219.98,0.963,0.95,50.01,OK
1761792784.438267,19.844,10.137,201.15,50.39,220.23,0.933,0.979,49.96,OK
1761792784.5430932,19.796,10.292,203.74,50.39,220.3,0.968,0.955,50.04,OK
1761792784.6450462,19.859,10.195,202.46,50.39,219.62,0.997,0.925,50.04,OK
1761792784.746013,19.858,10.238,203.3,50.39,219.78,0.975,0.949,49.97,OK
1761792784.847273,19.885,10.184,202.51,50.39,220.34,0.973,0.944,50.01,OK
1761792784.948829,19.794,10.231,202.51,50.39,219.83,0.982,0.938,49.96,OK
1761792785.0500927,19.832,10.264,203.55,50.39,219.74,0.975,0.95,49.98,OK
1761792785.152102,19.89,10.123,201.35,50.39,220.12,0.941,0.973,50.05,OK
1761792785.2535923,19.884,10.154,201.9,50.39,220.36,0.966,0.949,50.04,OK
1761792785.3548968,19.862,10.165,201.91,50.39,219.76,0.978,0.939,49.99,OK
1761792785.4562073,19.875,10.139,201.51,50.39,220.01,0.994,0.921,50.02,OK
1761792785.5572429,19.874,10.247,203.65,50.39,220.09,0.968,0.956,50.04,OK
1761792785.6588314,19.88,10.246,203.7,50.39,220.29,0.965,0.959,49.95,OK
1761792785.759994,19.867,10.267,203.97,50.39,220.28,0.95,0.974,49.98,OK
1761792785.861371,19.827,10.19,202.04,50.39,220.08,0.967,0.949,50.03,OK
1761792785.9622757,19.809,10.187,201.79,50.39,219.81,0.962,0.955,50.05,OK
1761792786.0635705,19.806,10.21,202.23,50.39,219.99,0.957,0.96,49.98,OK
1761792786.164878,19.835,10.191,202.13,50.39,220.35,0.943,0.973,49.98,OK
1761792786.2665453,19.822,10.29,203.98,50.39,220.02,0.988,0.938,50.04,OK
1761792786.3679054,19.875,10.32,205.12,50.39,219.95,0.996,0.937,50.0,OK
1761792786.4692907,19.873,10.171,202.13,50.39,220.0,0.968,0.949,49.95,OK
1761792786.57097,19.849,10.22,202.85,50.39,219.67,0.954,0.968,49.96,OK
1761792786.672274,19.823,10.208,202.36,50.39,219.76,0.968,0.952,50.02,OK
1761792786.773607,19.814,10.357,205.21,50.39,219.98,0.954,0.978,50.02,OK
1761792786.8748252,19.845,10.226,202.93,50.39,220.07,1.002,0.92,50.01,OK
1761792786.9761863,19.88,10.28,204.38,50.39,220.16,0.952,0.975,49.95,OK
1761792787.077539,19.826,10.335,204.9,50.39,219.72,1.006,0.927,50.01,OK
1761792787.1787567,19.846,10.293,204.27,50.39,220.15,0.963,0.963,50.02,OK
1761792787.2801354,19.863,10.343,205.43,50.39,219.63,0.957,0.978,50.03,OK
1761792787.3812048,19.813,10.253,203.14,50.39,219.74,0.993,0.931,49.99,OK
1761792787.4828808,19.813,10.368,205.42,50.39,220.08,0.997,0.937,50.03,OK
1761792787.5843642,19.805,10.201,202.03,50.39,220.32,0.945,0.97,50.02,OK
1761792787.6858368,19.875,10.306,204.83,50.39,220.3,0.999,0.93,50.03,OK
1761792787.787373,19.869,10.247,203.6,50.39,219.88,0.984,0.941,50.03,OK
1761792787.8883517,19.838,10.332,204.98,50.39,220.32,0.969,0.96,50.05,OK
1761792787.9895406,19.867,10.351,205.65,50.39,219.69,0.965,0.97,50.03,OK
1761792788.090886,19.808,10.214,202.33,50.39,220.02,0.954,0.964,50.02,OK
1761792788.1924584,19.838,10.294,204.2,50.39,220.23,0.968,0.958,49.97,OK
1761792788.2938502,19.832,10.171,201.7,50.39,219.88,0.979,0.937,50.05,OK
1761792788.4066505,19.859,10.177,202.11,50.39,219.86,0.967,0.951,50.0,OK
1761792788.5079784,19.82,10.213,202.41,50.39,219.64,0.961,0.959,49.97,OK
1761792788.6089692,19.843,10.325,204.88,50.39,219.91,0.967,0.963,50.01,OK
1761792788.7105484,19.852,10.211,202.72,50.39,220.13,0.942,0.978,50.03,OK
1761792788.8116627,19.866,10.318,204.98,50.39,220.04,0.979,0.951,49.96,OK
1761792788.913075,19.849,10.266,203.77,50.39,220.09,0.979,0.945,50.0,OK
1761792789.0146255,19.833,10.155,201.4,50.39,220.15,0.979,0.934,49.96,OK
1761792789.11664,19.808,10.2,202.04,50.39,219.77,0.981,0.937,49.99,OK
1761792789.4800866,19.888,10.279,204.44,50.39,220.13,0.97,0.957,50.02,OK
1761792789.5817046,19.868,10.287,204.38,50.39,219.86,0.954,0.974,49.97,OK
1761792789.6830568,19.839,10.212,202.6,50.39,219.9,0.973,0.947,49.97,OK
1761792789.7842295,19.831,10.109,200.46,50.39,219.89,0.964,0.946,50.05,OK
1761792789.88573,19.889,10.259,204.04,50.39,219.81,0.981,0.946,49.97,OK
1761792789.9871442,19.864,10.219,202.98,50.39,220.05,0.983,0.939,49.99,OK
1761792790.0892973,19.85,10.126,200.99,50.39,219.75,0.961,0.952,50.04,OK
1761792790.1909952,19.803,10.188,201.75,50.39,220.39,0.986,0.929,49.95,OK
1761792790.2922695,19.883,10.083,200.49,50.39,219.89,0.956,0.954,49.99,OK
1761792790.3933694,19.808,10.253,203.08,50.39,219.95,0.989,0.934,49.96,OK
1761792790.4951854,19.876,10.057,199.88,50.39,219.93,0.958,0.949,50.05,OK
1761792790.5963974,19.855,10.137,201.28,50.39,220.26,0.938,0.974,50.05,OK
1761792790.6976945,19.833,10.079,199.89,50.39,219.85,0.938,0.97,50.04,OK
1761792790.799446,19.857,10.229,203.11,50.39,220.09,0.968,0.953,49.99,OK
1761792790.9003568,19.804,10.154,201.09,50.39,220.23,0.977,0.935,50.0,OK
1761792791.0019834,19.805,10.226,202.53,50.39,220.21,0.964,0.954,49.98,OK
1761792791.103309,19.842,10.202,202.43,50.39,219.93,0.974,0.945,50.02,OK
1761792791.2049205,19.868,10.058,199.83,50.39,219.77,0.956,0.951,49.97,OK
1761792791.3062842,19.819,10.054,199.26,50.39,219.77,0.932,0.973,49.97,OK
1761792791.4073842,19.794,10.033,198.59,50.39,220.28,0.931,0.969,50.03,OK
1761792791.5082932,19.869,9.999,198.68,50.39,219.72,0.927,0.976,50.04,OK
1761792791.609551,19.855,10.109,200.71,50.39,219.63,0.944,0.968,49.97,OK
1761792791.710587,19.813,10.008,198.29,50.39,220.0,0.975,0.924,50.01,OK
1761792791.8125136,19.844,10.062,199.66,50.39,220.17,0.932,0.973,49.96,OK
1761792791.9143744,19.795,10.137,200.66,50.39,219.71,0.939,0.973,50.04,OK
1761792792.015966,19.848,10.099,200.44,50.39,220.18,0.956,0.953,50.0,OK
1761792792.117565,19.808,10.013,198.33,50.39,219.98,0.929,0.97,50.01,OK
1761792792.2189698,19.847,9.945,197.38,50.39,220.2,0.972,0.922,49.98,OK
1761792792.320562,19.802,9.986,197.74,50.39,220.24,0.917,0.979,49.98,OK
1761792792.4219117,19.87,10.064,199.96,50.39,219.74,0.943,0.965,50.02,OK
1761792792.5235522,19.863,9.965,197.94,50.39,220.0,0.966,0.931,50.01,OK
1761792792.6248472,19.801,9.985,197.72,50.39,219.96,0.946,0.95,50.02,OK
